Instance_Name,Raw_Text_Path,N_Jobs,N_Machines,Time_Limit_s,Seed,Winner_Key,GECODE_FF_Runtime_s,GECODE_FF_Makespan,GECODE_FF_Wall_s,CHUFFED_IO_Runtime_s,CHUFFED_IO_Makespan,CHUFFED_IO_Wall_s,CPSAT_FF_Runtime_s,CPSAT_FF_Makespan,CPSAT_FF_Wall_s,CBC_DEF_Runtime_s,CBC_DEF_Makespan,CBC_DEF_Wall_s,SCIP_DEF_Runtime_s,SCIP_DEF_Makespan,SCIP_DEF_Wall_s,HIGHS_DEF_Runtime_s,HIGHS_DEF_Makespan,HIGHS_DEF_Wall_s,CPLEX_DEF_Runtime_s,CPLEX_DEF_Makespan,CPLEX_DEF_Wall_s,GUROBI_DEF_Runtime_s,GUROBI_DEF_Makespan,GUROBI_DEF_Wall_s,Image_Npy_Path
GEN_10x10_18,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_18.dzn,10,10,540,1,CPLEX_DEF,14.25,171.0,14.25,1.804,171.0,1.804,7.157,171.0,7.157,540.0,183.0,597.859,21.073,171.0,21.073,14.82,171.0,14.82,1.345,171.0,1.496,3.096,171.0,3.096,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_18_image.npy
GEN_10x10_19,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_19.dzn,10,10,180,1,CPLEX_DEF,14.608,171.0,14.608,2.028,171.0,2.028,7.546,171.0,7.546,180.0,185.0,206.959,19.441,171.0,19.441,14.456,171.0,14.456,1.32,171.0,1.468,3.199,171.0,3.199,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_19_image.npy
GEN_10x10_19,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_19.dzn,10,10,360,1,CPLEX_DEF,14.302,171.0,14.302,1.828,171.0,1.828,7.154,171.0,7.154,360.0,183.0,403.389,19.779,171.0,19.779,14.527,171.0,14.527,1.335,171.0,1.503,3.065,171.0,3.065,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_19_image.npy
GEN_10x10_19,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_19.dzn,10,10,540,1,CPLEX_DEF,14.527,171.0,14.527,1.83,171.0,1.83,7.252,171.0,7.252,540.0,183.0,614.282,20.118,171.0,20.118,15.306,171.0,15.306,1.362,171.0,1.532,3.154,171.0,3.154,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_19_image.npy
GEN_10x10_20,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_20.dzn,10,10,180,1,CPLEX_DEF,14.814,171.0,14.814,1.869,171.0,1.869,7.431,171.0,7.431,180.0,185.0,207.768,19.844,171.0,19.844,14.698,171.0,14.698,1.334,171.0,1.483,3.09,171.0,3.09,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_20_image.npy
GEN_10x10_20,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_20.dzn,10,10,360,1,CPLEX_DEF,14.58,171.0,14.58,1.84,171.0,1.84,7.498,171.0,7.498,360.0,183.0,421.061,19.972,171.0,19.972,14.729,171.0,14.729,1.346,171.0,1.494,3.107,171.0,3.107,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_20_image.npy
GEN_10x10_20,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_20.dzn,10,10,540,1,CPLEX_DEF,14.833,171.0,14.833,2.141,171.0,2.141,7.434,171.0,7.434,540.0,183.0,623.291,20.157,171.0,20.157,15.008,171.0,15.008,1.349,171.0,1.505,3.171,171.0,3.171,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_20_image.npy
GEN_10x10_21,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_21.dzn,10,10,180,1,CPLEX_DEF,14.683,171.0,14.683,1.859,171.0,1.859,7.323,171.0,7.323,180.0,185.0,206.255,20.207,171.0,20.207,14.846,171.0,14.846,1.35,171.0,1.498,3.117,171.0,3.117,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_21_image.npy
GEN_10x10_21,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_21.dzn,10,10,360,1,CPLEX_DEF,14.601,171.0,14.601,2.14,171.0,2.14,7.376,171.0,7.376,360.0,183.0,415.028,19.74,171.0,19.74,14.661,171.0,14.661,1.357,171.0,1.516,3.083,171.0,3.083,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_21_image.npy
GEN_10x10_21,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_21.dzn,10,10,540,1,CPLEX_DEF,14.462,171.0,14.462,2.1,171.0,2.1,7.357,171.0,7.357,540.0,183.0,619.816,19.606,171.0,19.606,14.726,171.0,14.726,1.355,171.0,1.524,3.116,171.0,3.116,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_21_image.npy
GEN_10x10_22,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_22.dzn,10,10,180,1,CPLEX_DEF,14.571,171.0,14.571,1.824,171.0,1.824,7.227,171.0,7.227,180.0,185.0,204.241,19.63,171.0,19.63,14.413,171.0,14.413,1.325,171.0,1.475,3.074,171.0,3.074,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_22_image.npy
GEN_10x10_22,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_22.dzn,10,10,360,1,CPLEX_DEF,14.298,171.0,14.298,1.813,171.0,1.813,7.286,171.0,7.286,360.0,183.0,419.34,21.842,171.0,21.842,16.037,171.0,16.037,1.504,171.0,2.717,13.066,171.0,13.066,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_22_image.npy
GEN_10x10_22,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_22.dzn,10,10,540,1,CPLEX_DEF,20.158,171.0,20.158,2.37,171.0,2.37,11.546,171.0,11.546,540.0,183.0,765.149,21.476,171.0,21.476,15.17,171.0,15.17,1.453,171.0,1.778,3.32,171.0,3.32,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_22_image.npy
GEN_10x10_23,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_23.dzn,10,10,180,1,CPLEX_DEF,16.664,171.0,16.664,1.976,171.0,1.976,7.826,171.0,7.826,180.0,185.0,213.876,25.409,171.0,25.409,15.55,171.0,15.55,1.369,171.0,1.528,3.264,171.0,3.264,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_23_image.npy
GEN_10x10_23,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_23.dzn,10,10,360,1,CPLEX_DEF,17.77,171.0,17.77,3.198,171.0,3.198,14.934,171.0,14.934,360.0,183.0,477.807,26.45,171.0,26.45,17.598,171.0,17.598,1.404,171.0,1.663,3.206,171.0,3.206,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_23_image.npy
GEN_10x10_23,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_23.dzn,10,10,540,1,CPLEX_DEF,15.213,171.0,15.213,1.971,171.0,1.971,7.414,171.0,7.414,540.0,183.0,631.096,20.352,171.0,20.352,15.449,171.0,15.449,1.378,171.0,1.57,3.181,171.0,3.181,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_23_image.npy
GEN_10x10_24,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_24.dzn,10,10,180,1,CPLEX_DEF,15.532,171.0,15.532,2.13,171.0,2.13,7.658,171.0,7.658,180.0,185.0,210.3,20.911,171.0,20.911,15.114,171.0,15.114,1.355,171.0,1.52,3.171,171.0,3.171,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_24_image.npy
GEN_10x10_24,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_24.dzn,10,10,360,1,CPLEX_DEF,14.733,171.0,14.733,1.883,171.0,1.883,7.542,171.0,7.542,360.0,183.0,422.889,21.258,171.0,21.258,15.239,171.0,15.239,1.359,171.0,1.524,3.177,171.0,3.177,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_24_image.npy
GEN_10x10_24,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_24.dzn,10,10,540,1,CPLEX_DEF,14.759,171.0,14.759,1.905,171.0,1.905,7.472,171.0,7.472,540.0,183.0,643.507,21.62,171.0,21.62,15.492,171.0,15.492,1.393,171.0,1.597,3.191,171.0,3.191,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_24_image.npy
GEN_10x10_25,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_25.dzn,10,10,180,1,CPLEX_DEF,15.07,171.0,15.07,1.923,171.0,1.923,7.533,171.0,7.533,180.0,185.0,213.753,21.401,171.0,21.401,15.512,171.0,15.512,1.419,171.0,2.131,3.33,171.0,3.33,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_25_image.npy
GEN_10x10_25,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_25.dzn,10,10,360,1,CPLEX_DEF,15.054,171.0,15.054,1.916,171.0,1.916,7.64,171.0,7.64,360.0,183.0,427.035,20.684,171.0,20.684,15.629,171.0,15.629,1.381,171.0,1.54,3.233,171.0,3.233,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_25_image.npy
GEN_10x10_25,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_25.dzn,10,10,540,1,CPLEX_DEF,14.843,171.0,14.843,1.992,171.0,1.992,7.46,171.0,7.46,540.0,183.0,632.811,19.99,171.0,19.99,14.904,171.0,14.904,1.368,171.0,1.573,3.191,171.0,3.191,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_25_image.npy
GEN_10x10_26,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_26.dzn,10,10,180,1,CPLEX_DEF,15.125,171.0,15.125,1.89,171.0,1.89,7.342,171.0,7.342,180.0,185.0,205.609,20.283,171.0,20.283,14.783,171.0,14.783,1.343,171.0,1.495,3.091,171.0,3.091,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_26_image.npy
GEN_10x10_26,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_26.dzn,10,10,360,1,CPLEX_DEF,14.615,171.0,14.615,1.844,171.0,1.844,7.354,171.0,7.354,360.0,183.0,420.221,21.066,171.0,21.066,14.947,171.0,14.947,1.361,171.0,1.515,3.129,171.0,3.129,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_26_image.npy
GEN_10x10_26,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_26.dzn,10,10,540,1,CPLEX_DEF,14.636,171.0,14.636,1.878,171.0,1.878,7.398,171.0,7.398,540.0,183.0,621.912,19.916,171.0,19.916,14.66,171.0,14.66,1.366,171.0,1.567,3.664,171.0,3.664,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_26_image.npy
GEN_10x10_27,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_27.dzn,10,10,180,1,CPLEX_DEF,14.719,171.0,14.719,1.871,171.0,1.871,7.25,171.0,7.25,180.0,185.0,215.97,21.255,171.0,21.255,15.307,171.0,15.307,1.382,171.0,1.567,3.251,171.0,3.251,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_27_image.npy
GEN_10x10_27,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_27.dzn,10,10,360,1,CPLEX_DEF,15.06,171.0,15.06,2.582,171.0,2.582,7.818,171.0,7.818,360.0,183.0,484.883,23.379,171.0,23.379,16.214,171.0,16.214,1.458,171.0,1.759,3.754,171.0,3.754,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_27_image.npy
GEN_10x10_27,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_27.dzn,10,10,540,1,CPLEX_DEF,15.454,171.0,15.454,2.031,171.0,2.031,7.964,171.0,7.964,540.0,183.0,676.792,23.199,171.0,23.199,16.077,171.0,16.077,1.414,171.0,1.638,3.291,171.0,3.291,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_27_image.npy
GEN_10x10_28,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_28.dzn,10,10,180,1,CPLEX_DEF,15.871,171.0,15.871,2.017,171.0,2.017,10.866,171.0,10.866,180.0,185.0,224.36,23.028,171.0,23.028,15.261,171.0,15.261,1.412,171.0,1.638,3.266,171.0,3.266,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_28_image.npy
GEN_10x10_28,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_28.dzn,10,10,360,1,CPLEX_DEF,15.169,171.0,15.169,2.135,171.0,2.135,8.979,171.0,8.979,360.0,183.0,441.018,23.275,171.0,23.275,18.041,171.0,18.041,1.542,171.0,1.95,4.912,171.0,4.912,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_28_image.npy
GEN_10x10_28,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_28.dzn,10,10,540,1,CPLEX_DEF,16.964,171.0,16.964,2.838,171.0,2.838,9.725,171.0,9.725,540.0,183.0,639.096,21.9,171.0,21.9,14.971,171.0,14.971,1.397,171.0,1.638,3.148,171.0,3.148,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_28_image.npy
GEN_10x10_29,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_29.dzn,10,10,180,1,CPLEX_DEF,15.914,171.0,15.914,2.844,171.0,2.844,8.613,171.0,8.613,180.0,185.0,253.311,25.817,171.0,25.817,17.583,171.0,17.583,1.603,171.0,1.984,3.946,171.0,3.946,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_29_image.npy
GEN_10x10_29,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_29.dzn,10,10,360,1,CPLEX_DEF,16.774,171.0,16.774,2.077,171.0,2.077,8.818,171.0,8.818,360.0,183.0,440.808,20.469,171.0,20.469,15.358,171.0,15.358,1.376,171.0,1.528,3.181,171.0,3.181,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_29_image.npy
GEN_10x10_29,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_29.dzn,10,10,540,1,CPLEX_DEF,15.528,171.0,15.528,1.908,171.0,1.908,7.526,171.0,7.526,540.0,183.0,628.663,20.473,171.0,20.473,14.878,171.0,14.878,1.378,171.0,1.543,3.139,171.0,3.139,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_29_image.npy
GEN_10x10_30,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_30.dzn,10,10,180,1,CPLEX_DEF,14.589,171.0,14.589,1.842,171.0,1.842,7.367,171.0,7.367,180.0,185.0,207.65,20.189,171.0,20.189,14.761,171.0,14.761,1.423,171.0,2.04,3.149,171.0,3.149,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_30_image.npy
GEN_10x10_30,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_30.dzn,10,10,360,1,CPLEX_DEF,14.742,171.0,14.742,2.005,171.0,2.005,7.396,171.0,7.396,360.0,183.0,424.864,21.17,171.0,21.17,16.112,171.0,16.112,1.367,171.0,1.535,3.156,171.0,3.156,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_30_image.npy
GEN_10x10_30,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/GEN_10x10_30.dzn,10,10,540,1,CPLEX_DEF,14.626,171.0,14.626,1.849,171.0,1.849,7.32,171.0,7.32,540.0,183.0,635.4,20.009,171.0,20.009,14.62,171.0,14.62,1.347,171.0,1.505,3.208,171.0,3.208,/Users/herreran/Documents/Universidad/practica-invg/data/jssp/datasets/jssp_cnn_data_images/images/GEN_10x10_30_image.npy
